"Площадь, м2",Количество спален,Участок,Адрес,Телефоны,Описание,Цена,Можно с детьми/животными,Дополнительно,Ссылка на объявление,Широта,Долгота
260,3.0,"6.0, сот.","Москва, дом Картмазово, улица Московская, 34А, шоссе Киевское , шоссе Сколковское",+79857515793,"Дом на НГ сдан!!!
Москва!!Коттедж находится вблизи метро Саларьево, Юго-Западная, Филатов луг. А также в 100 метрах находятся магазины пятерочка,дикси,красное белое и тд.В коттедже есть огромный бассейн, а также музыкальный центр с караоке. Большой бильярд,3 мангала,решетки ,шампура.Также имеется Ps5 с подпиской на 800 игр
 Большая беседка на 30 человек.
У нас можно отметить:
-день рождение
-устроить вечеринку
-свадьбу
-корпоратив
Почему стоит выбрать нас:
-у нас можно шуметь в доме до утра
-нету соседей
Коттедж рассчитан для мероприятий. Также возможно длительное проживание. Можно отметить мероприятие на 20 человек (для этого есть все приборы). Спальных мест для комфортного сна 15. В стоимость входит весь дом, мангал, кальян, посуда, постельное белье. Также есть баня с доплатой. Всегда есть возможность посмотреть и оформить договор. В будни дни дешевле!!! По всем интересующий вопросам звоните - отвечу. Я являюсь собственником.
Цена!!!!
С пн по чт До 3-х человек-10 тысяч
С пн по чт до  ..., 35 фото",25000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Ванна, Душевая кабина, Стиральная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/273546267,55.630787,37.43702
100,4.0,"10.0, сот.","Московская область, Дмитровский городской округ, дом Стреково, 72, шоссе Дмитровское , шоссе Москва-Санкт-Петербург, M-11",+79850723260,"Сдается деревянный дом - коттедж Домик Горнолыжника  для отдыха 8-10 человек , 40 км от МКАД, в деревне Стрёково на горнолыжном курорте Степаново в 20ти метрах от кресельного подъемника на учебной трассе ( деревня Степаново с другой стороны ущелья ). Недалеко расположены другие горнолыжные курорты : Клуб Тягачева в Шуколово ( 7мин. езды), клуб Целеево (5 мин), Волен Яхрома ( 15 мин), Сорочаны (20 мин).
    Дом сдается собственником.        
   К дому можно подъехать на горных лыжах или сноуборде.
    Дом теплый, на первом этаже расположены холодная прихожая для хранения сноубордов, лыж и прочего инвентаря, теплая прихожая с сушилкой, гостиная с камином, кухней и большим столом. В гостиной расположен диван и кресло, телевизор, звуковая система. Туалет с душевой и стиральной машиной в доме. На втором этаже четыре спальни с двухспальными кроватями, можно установить еще два спальных места (раскладные кровати).                                                                                  ..., 24 фото",25000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Телевизор, Холодильник",https://www.cian.ru/rent/suburban/149124938,56.113185,37.524004
315,5.0,"25.0, сот.","Московская область, Дмитровский городской округ, Куминово СНТ, шоссе Дмитровское , шоссе Москва-Санкт-Петербург, M-11",+79857903571,"ОТКРЫТО БРОНИРОВАНИЕ ВЫПУСКНЫХ И СВАДЕБНЫХ МЕРОПРИЯТИЙ ЛЕТО 2024!
Новый коттедж  с отдельным банкетным залом расположен рядом с каналом им. Москвы в окружении сосновых лесов. 
СВАДЬБЫ, КОРПОРАТИВЫ, ЮБЕЛЕИ , ДНИ РОЖДЕНИЯ, СЕМЕЙНЫЕ ТОРЖЕСТВА...
Дом укомплектован всем необходимым оборудованием и мебелью для комфортного пребывания наедине с природой.
Идеально подходит для празднования дней рождений, юбилеев, проведения свадебных церемоний, семейного отдыха с детьми, корпоративов, фотосессий, романтичных уикендов.
В 5 ти минутах пешей ходьбы расположен канал и трасса ВЕЛО1
Есть мангал и костровая зона для вечернего релакса.
Баня, сауна
ДВА БАННЫХ ЧАНА!
БАНКЕТНЫЙ ЗАЛ до 70 чел
С ПАНОРАМНЫМ ВИДОМ

 Для детей и взрослых песчанное патио, качели и пирс с видом на пруд, лебедей и уток.
Рядом одно из красивейших мест - Дмитровский кремль , экстрим парк , Ледовый дворец , Волен.
Стоимость ( вместимость до 25 чел , днем до 45 чел.)
Будни - 15000 р/сутки для 8 чел, доплата за 1 гостя -1500 р.
Выходны ..., 46 фото",50000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Баня, Гараж, Душевая кабина, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/287222643,56.414404,37.472809
500,7.0,"30.0, сот.","Московская область, Дмитровский городской округ, дом Лупаново, Хрустальная улица, 125, шоссе Дмитровское , шоссе Москва-Санкт-Петербург, M-11","+79060727216, +79647821836","Новый уникальный 
проeкт, отдых для ценителeй хвoйногo лeса 
Новый дoм вcё нaписанноe cooтветствуeт нa 100%
Будни от 15.000₽ 
Воскресен.от20.000₽.
Пятница от25.000₽
Суббота и праздники от30.000₽  в сутки.
Все цены указаны до 10 человек, если больше, то доплата от 1500 до 3000₽ за человека.
Новый год с 31 по 3 января от 20.000₽ за Человека,
С 20 по 30 декабря и с 3 по 13 января от 30₽/сут.
Общая вместимость дома  до 20-25 человек   с ночёвкой + дополнительно есть 5 спальн в банном комплексе.
Кошки и собаки от 1000 до 2000руб. в зависимости от размера 
Заезд с 16ч. Выезд до 13ч. изменения обсуждаются на стадии бронирования. 
Дом в 30 км. по Дмитровскому ш. от Мкад. Все строения в окружении елей и сосен с выходом в дикий лес.
Новый коттедж, 3 этажа, 7 спален, 3 санузла, гостиная-кухня, веранда-зал, терраса, лоджия,сауна.
В цену  Бельё, полотенце посуда, решётки, шампура, вывоз мусора.
За доплату вы можете воспользоваться доп. услугами на территории.
1. Панорамная веранда 100м2,отапливаетс ..., 49 фото",50000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Гараж, Душевая кабина, Стиральная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/297675118,56.113185,37.524004
300,5.0,"30.0, сот.","Московская область, Мытищи городской округ, дом Грибки, улица Новопоселковая, 19, шоссе Дмитровское , шоссе Москва-Санкт-Петербург, M-11","+79647853901, +79852164334","Собственность! Эксклюзивное предложение, индивидуальный проект. Утонченная роскошь и мужская брутальность заложены в характер этого дома. Дом из Алтайского кедра, в окружении вековых сосен и девственного леса, в 500 м. от водохранилища. Во внутренней отделке дома использовались натуральные материалы (кедр, дуб, тик, бук, лиственница, пихта, Алтайский камень).                
Жителям современного мегаполиса порою так необходимы тишина, спокойствие и чистый воздух, надолго дающие заряд энергии и бодрости. Наше шале даст Вам возможность убежать от городской суеты и насладиться природой в любое время года. С участка есть выход в большой лес-Троицкий лесопарк, вы сможете наслаждаться прогулкой. В доме есть всё необходимое для проживания.  Проживание  от двух ночей, до десяти человек. Заезд  пятница утро , выезд воскресенье вечер стоимость 72т.р., включен банный комплекс (баня, джакузи, купель 2,5 метра, дрова для камина) Проживание в будние дни, согласовывается отдельно, стоимость 17000р.,  ..., 44 фото",50000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Ванна, Душевая кабина, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/210794600,55.953765,37.53614
180,4.0,"20.0, сот.","Московская область, Ленинский городской округ, пос. Развилка, Римский ЖК, шоссе Каширское , шоссе Москва - Аэропорт Домодедово, А-105",+79160394178,"Просьба читать описание перед бронированием.
БРОНИРОВАНИЕ СТРОГО С 18 лет.
ПРЕИМУЩЕСТВА:
БАССЕЙН
САУНА
КАРАОКЕ
Мангальная зона
ГОСТИНАЯ НА 20 чел
4 комфортабельные спальни
НАСТОЛЬНЫЙ ТЕННИС 
АЭРОХОККЕЙ 
ДОПОЛНИТЕЛЬНО ОПЛАЧИВАЕТСЯ УБОРКА В РАЗМЕРЕ 3500 рублей.
Дом от сoбствeнникa. 
Расценки приведены для 10 человек. Если гостей больше +1000 рублей за человека в сутки. На ночь до 12 человек.
В стоимость также входит : полотенце,халаты,посуда ,шапки для сауны и постельное белье.
• Залог для бронирования 10000 руб. После вашего заезда залог превращается в страховой депозит. Он возвращается по окончанию уборки после выселения, если с домом все в порядке - ничего не сломано и ничего не разбито (в т.ч. посуда).

ВАЖНО!!! Условия аренды:
• Фейерверки на территории посёлка запрещены!
• На территории запрещена громкая музыка! После 22:00 запрещено шуметь на участке и прилегающей территории согласно Закону М.О.В доме можно.

Описание:
Дом от собственника в 2 км от МКАД по Каширскому шоссе на терр ..., 33 фото",25000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Душевая кабина, Стиральная машина, Телевизор, Холодильник",https://www.cian.ru/rent/suburban/296844961,55.514809,37.827895
230,8.0,"8.0, сот.","Московская область, Солнечногорск городской округ, с. Алабушево, Линейный проезд, 17, шоссе Ленинградское , шоссе Новосходненское",+79645657309,"Дом расположен недалеко от города Зеленоград. Добраться можно на автомобиле, на электричке (станция Алабушево с Ленинградского вокзала). На территории дома предусмотрена парковка.
Для гостей, планирующих провести в доме несколько дней, будет интересным посетить близлежащие достопримечательности: парк Победы и Дендропарк на Большом городском пруду в Зеленограде, Дом лани, Мемориальный комплекс Штыки. Для самостоятельного шоппинга в Зеленограде есть несколько крупных торговых центров: Зеленопарк, Иридиум, Панфиловский. Доставку продуктов в дом можно заказать из Вкусвилл.
Двухэтажный комфортабельный дом с бассейном для семей и компаний до 18 человек. 
Дом расположен в экологически чистом районе Подмосковья, недалеко от Зеленограда, в окружении хвойного леса. Дом оборудован полноценной кухней со всей необходимой техникой и посудой. Территория дома огорожена забором для безопасности гостей. 
За дополнительную плату предоставляется сауна(один раз в день входит в стоимость) 
При заезде необхо ..., 23 фото",25000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Стиральная машина, Холодильник",https://www.cian.ru/rent/suburban/270848701,56.000407,37.140405
800,6.0,"20.0, сот.","Московская область, Балашихинский район, Балашиха городской округ, Балашиха, Трубецкая улица, шоссе Щелковское , шоссе Горьковское",+79855840197,"#23642
3 основных преимущества:
-теплый бассейн
-много развлечений
-чистота и приветливый персонал

Идеально для:
-частных мероприятий/дней рождений
-свадеб
-корпоративные мероприятия

Сдаётся в аренду на сутки, выходные и праздники 3-х этажный коттедж площадью 800 кв.м, расположенный на живописной территории 20 соток в 7 км от МКАД по Щелковскому шоссе, Шоссе Энтузиастов.

На чём можно добраться?

На автомобиле (по Щелковскому шоссе, шоссе Энтузиастов).
На автобусе от станции метро Щелковская.

Парковка машин

Гараж на участке на 2 машины.
Стоянка на территории участка на 3 машины.
Стоянка за пределами территории участка на 6 машин.

Первый этаж: Кухня-гостиная 80 кв.м., двуспальным диван, спальня, санузел.
Второй этаж: 5 спален, санузел на этаже.
Третий этаж: зона отдыха с бильярдом, теннисом, чайханой. На этаже 20 спальных мест.
В доме есть:
Спутниковое телевидение.
Плазменный телевизор 2шт.

Участок

Площадь участка 20 соток.
Летняя беседка на 15 человек.
Площадка для приготовления ..., 25 фото",50000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Гараж, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/164899426,55.899068,38.050138
200,6.0,"30.0, сот.","Московская область, Солнечногорск городской округ, Газовик СНТ, шоссе Ленинградское , шоссе Новосходненское",+79647823315,"#23859 Шишкин лес Большой дом

3 основных преимущества:
-дом в сосновом лесу
-много развлечений
-чистота и порядок

Идеально для:
-празднования дней рождений
-корпоративных мероприятий 
-ретритов/лагерей/семинаров

Сдается коттедж ""Шишкин лес"", расположенный  в 35 км от МКАД по Ленинградскому шоссе. Рядом с Москвой (Зеленоградский административный округ).

Удобная транспортная доступность: рядом ЦКАД, платное скоростное шоссе М-11, ж/д станция.

В доме площадью 200м2 расположена вместительная гостиная на 30 человек, кухня со всей необходимой техникой и посудой. 5 уютных спален с возможностью размещения на ночь до 14 гостей. Также имеется детская кроватка. В доме 2 с/у. 

Также на территории есть отдельностоящая баня на дровах (парная на 5-6 человек), отапливаемая беседка на 14 гостей, здание с русским бильярдом и проектором, зона барбекю под навесом (мангал, тандыр, казан, коптильня, самовар, американская BBQ), большой пруд глубиной 2м для купания, чан с гидромассажем. В зимнее время г ..., 37 фото",25000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Баня, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/299064345,56.064243,37.105578
715,8.0,"15.0, сот.","Московская область, Чехов городской округ, с. Троицкое, Новая улица, 20, шоссе Симферопольское , шоссе Варшавское",+79623689864,"Чеховский район, с.Троицкое
38 км от МКАД (30 минут)
Год постройки - 2024
Площадь дома: 710 кВ.м.
Участок: 15 соток
Количество спален: *8* (4 изолированных, 4 смежных)
Количество с/у: 3
Количество спальных мест: 24
С доп.местами: до 35-37
Парковка: 10 машин
Караоке, Бильярд 8 футов, Настольный теннис, Сауна, Бассейн (28 градусов)
Интернет WiFi - 300 мбит, Мангальная площадка (решетки, шампура).

Цоколь: холл, санузел, бассейн, сауна, караоке зал
1 этаж: холл, спальная, санузел, гостиная, кухня со всей бытовой техникой и детский стульчик
2 этаж: холл, санузел, три изолированные спальни, в одной спальне детская кроватка
Мансардный этаж: бильярд, настольный теннис, 4 смежные спальни

Стоимость до 20 человек:
Будни - 25000₽
Полные выходные- 150000₽
Свыше 20 человек - 3000₽/гость.
Страховой депозит: 30000₽

Новый год: 
30.12-03.01 - 400.000₽
Любые даты в этот период- 400.000₽

Все включено! Доплат нет! Персонал только наш, сторонний кейтеринг не работает! 
*Банкетный зал: 40 человек*
Банкет ..., 31 фото",50000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/309062774,55.174013,37.474075
80,2.0,"8.0, сот.","Московская область, Волоколамский городской округ, Рузское тер., 106, шоссе Минское , шоссе Можайское",+79160186164,"Уютный дом на берегу Рузского водохранилища, на охраняемой территории.
Уважаемые гости, читайте внимательно:
Дом сдается с 25 декабря по 30 стоимость 25000 сутки 
С 30 декабря по 12 января стоимость 35000 сутки 
На соседнем участке расположен зеркальный дом. Вы можете организовать отдых большой компанией до 12 человек.

 сдается от трёх суток 

В доме вы найдете:
1.	Две отдельные спальни, оформленные с любовью к минимализму.
2.	Просторная и полностью оборудованная кухня- гостиная с раскладным диваном на 2-х человек.
3.	Уютная терраса с мебелью из ротанга и подвесной качелью, идеальная для семейных встреч и дружеских посиделок.
4.	Мангальная зона со столом и стульями для удобного приготовления.
5.	Каркасный бассейн и зона с шезлонгом. 
 Для Вас всегда предоставляется чистое постельное белье,полотенца,средства гигиены.
На территории имеется несколько парковочных мест для автомобилей.


Этот дом идеально подходит для семейных праздников, романтических уикендов или просто для отдыха с друз ..., 35 фото",35000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/302067203,55.815104,35.923808
890,10.0,"50.0, сот.","Московская область, Щелково городской округ, Лосиный Парк кп, шоссе Ярославское , шоссе Фряновское","+79163706582, +79629484617","ТОП: 146
 
 
Сдается очень красивый новый коттедж в светлом дизайне посуточно и на выходные. Возможна аренда на месяц.
 
Дом находится в 20 км от МКАД по Щелковскому шоссе
 
УЧАСТОК: 50 соток. Прилесной участок, свой выход в лес. Ухоженная зеленая территория. Высажены кустарники и цветы, газон. Дорожки облагорожены. Детская площадка со спортивно-игровым комплексом, батут, качели, песочница, шезлонги. Лобное место. Мангальная зона под навесом. Парковка.
 
В ДОМЕ: 2 этажа, 890 кв.м., 10 просторных спален, 20 спальных мест. Детская игровая комната. Балконы. Терраса. Банкетный зал на 50 персон с камином. Гардеробная.
Очень красивый зимний сад с панорамным остеклением и прозрачной (остекленной) крышей, внутри садовые качели стол и стулья. Брутальный кабинет. Сауна, обливное ведро, теплая купель, комната отдыха. Комната бильярда
Просторная столовая с выходом во двор, зона кухни с необходимой посудой и техникой.
На мансардном этаже: мини-бильярд, теннисный стол, спортивная стенка, детская игр ..., 41 фото",50000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Ванна, Душевая кабина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/310590611,56.035225,38.194551
1500,18.0,"70.0, сот.","Московская область, Богородский городской округ, с. Стромынь, улица Большая Стромынка, шоссе Щелковское , шоссе Горьковское","+79164710505, +79623671067","Коттедж под торжества и свадьбы  1500 кв. м. на участке 70 соток с тремя банкетными залами : банкетный зал 100 кв. м на 60 гостей ,веранда 230 кв. м. на 120 мест и большой  зимний зал на 200 мест.
кухня 50 кв. м укомплектована всей необходимой техникой и банкетной посудой;
тёплая остеклёная веранда с отоплением на 150 мест.
малый бассейн и 
большой банный комплекс (сауна, бассейн, комната отдыха, бильярд);  
 Парковка на 30 машин. Нет ограничений по шуму.  Будний день от 30000 р.. Выходные и праздники стоимость обсуждается  от 60000 р.за сутки в зависимости от числа гостей и сезона свадеб., 29 фото",60000 руб/день,Можно с животными,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Ванна, Душевая кабина, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/164476144,55.899068,38.050138
1050,10.0,"61.0, сот.","Москва, Троицк, улица Парковая, 8А, шоссе Калужское , шоссе Киевское",+79647871139,"Прошу читать до конца! 
Я собственник, не агентство. Цены реальные, НЕ ФЭЙКИ! 

Villa Grande - большой 1000м2 особняк в стиле нео классика, под ваше мероприятие с просторной лесной территорией в 6100 кв.м. Здесь вы услышите пение птиц, окунётесь в поистине прекрасную природу, на участке бегают белки и прилетают лесные птицы. 

Если вы устали искать чистый, опрятный, не убитый дом, то ждем Вас на просмотр! 
В аренде данный дом совсем не давно. 
С животными нельзя.

- Дом: 1000м2
- Территория 61 сот
- Парковка до 20 авто
- Спа зона 200м2 с Бассейном с сухой сауной 
- Банкет до 34 человек
- Спальных мест до 34
- Количество спален: 9 (возможно до 12)
- Санузлов: 6

Банкетный зал, Караоке, Кино Зал, Русский бильярд и американка, аэрохоккей, настольный теннис, Баскетбольное кольцо, Мангальная зона, Каминный зал, Сауна, спа комплекс с бассейном в доме. 
Русская баня в отдельном банном доме (доп. услуга)

Заезд и выезд: 16:00 и 12:00
Залог: 40.000
Договор только на рус паспорт
С животными нель ..., 29 фото",120000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/295596440,55.600496,37.481981
950,8.0,"30.0, сот.","Московская область, Богородский городской округ, дом Исаково, улица 1-я Центральная, 79, шоссе Носовихинское , шоссе Косинское","+79645656186, +79663481254",".Я  собственник. Огромный коттедж для отличного отдыха, проведения свадеб, дней рождений, корпоративов и других различных мероприятий ждет Вас!
В конце 2022 года был произведен частичный ремонт основных помещений.

Коттедж расположен в 27 км от МКАД по Носовихинскому шоссе рядом с городом Электроугли. Общая площадь - 950м на 4-рёх этажах, огромная территория с шашлычным комплексом   30 соток. В 5 минутах езды есть все необходимые магазины, аптеки, а так же доставка еды.
Максимальное размещение в доме до 50 человек в 8 спальнях.
1ый этаж: бассейн 10х5х3 с подогревом воды и гейзером, финская сауна и турецкий хамам, а так же светомузыка для аквадискотеки 
2ой этаж: банкетный зал на 50 человек, отдельный зал с ТВ, огромной колонкой, караоке и светомузыкой, полностью оборудованная кухня, ванна СПА для релакса.
3ий этаж: 2 спальни и зимний сад с массажным креслом и настольным футболом.
4ый этаж: 5 спален, бильярд, настольный теннис.
На каждом этаже есть отдельный санузел с душем.

В доме ест ..., 24 фото",150000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Гараж, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/294397896,55.707664,38.185613
420,4.0,"6.0, сот.","Московская область, Мытищи городской округ, дом Бородино, шоссе Осташковское , шоссе Алтуфьевское",+79154560650,"#5
Сдаётся дoм 420 кв.м  с русской баней на дровах и теплым бассейном, в  г.о. Мытищи, д. Бородино в 4 км от МКАД по Осташковскому шоссе.

Бассейн подогреваемый, температура воды  поддерживается от 30-32 градусов
Закрытая отапливаемая веранда
Банкетный зал с отдельной профессиональной кухней
Камин для душевных посиделок
4 спальных комнаты
4 санузла один с душевой кабиной, второй с ванной джакузи  гостиная с совмещенной кухней.
Банная бочка
Мангальная зона

Дом оснащен всей необходимой мебелью, смарт - телевизорами в гостиной, веранде и подвале, высокоскоростным Wi-FI, в подвале также имеется умная колонка sbеrВооm,  посудомоечная машина, стиральная машина, холодильники. 


Вместимость до 25 гостей на банкет, и 15 гостей на ночь.

СТОИМОСТЬ АРЕНДЫ: До 10 человек, сверх оплата 2000 р с гостя

Будние дни ( пн-чт ) - от 35.000 руб

Один выходной  - от 45..000 руб

Полные выходные - от 90.000руб


Бассейн и баня с растопкой и стартовым набором дров, постельное белье, тапочки и полотенца для ..., 50 фото",50000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/309236985,55.921536,37.664033
900,9.0,"40.0, сот.","Московская область, Раменский городской округ, с. Верхнее Мячково, улица Дачная, 20А, шоссе Новорязанское , шоссе Новоегорьевское","+79164710505, +79856301433","Сдам новый особняк с причалом на Москва реке и закрытой беседкой ,на выходные или будние дни под проведение торжеств или отдыха в узком кругу.
В доме 900 кв. м.:каминный зал, кабинет, 9 комнат (возможна установка дополнительных кроватей), 
Банкетный зал на 30 персон., 5 санузлов, гардероб , бильардная (бильярд 12 футов),
бассейн с подогревом,водоочисткой ,баня.
Участок 40 соток., английский газон, садовые и плодовые деревья, цветы.Парковка во дворе на 10 авто.
Главный въезд оборудован автоматическими воротами, въезды в гараж- тоже.
. Будний день от 35000 р.в зависимости от числа гостей. Выходные дни обсуждаются по договорённости, в зависимости от сезона, числа гостей и  периода аренды., 42 фото",50000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Гараж, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/251777597,55.552286,38.016119
250,3.0,"25.0, сот.","Москва, тупик Зеленый, шоссе Боровское , шоссе Можайское",+79852649175,"Шале в  легендарном Элитном-Переделкино!  
Новый год минимум 3 ночи - 400.000- далее 80.000 в сутки .
Дом  на половину стеклянный, что дает максимальное уединение с природой. 
В доме на первом этаже огромная кухня-гостиная с вторым светом, панорамным остеклением, домашним кинотеатром, раскладным диваном и камином. Гостевая спальня и санузел  с душем. 
Две веранды где можно накрыть столько 20 человек.
На втором этаже огромны хол с гардеробной, мастер спальня  с кроватью 200 на 200, матрасом 45 см (King Koiil самые дорогие матрасы  в мире ).  Еще одна спальня с рабочим столом и шикарным видом на участок с вековыми соснами. Ванная с панорамным остеклением на участок. В каждой спальне телевизоры, пуховые подушки и одеяла для вашего шикарного сна! 

Шале  находится рядом  с рекой Сетунь,на окраине знаменитого Мещерского парка с  спортивными площадками , кафе,беговыми дорожками,пляжем, прудами с рыбалкой! 

На участке 25 соток , вековые деревья,  мангал, бассейн с подогревом на улице ,Русска ..., 23 фото",80000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Гараж, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/299459461,55.654345,37.393012
1200,12.0,"100.0, сот.","Московская область, Красногорский район, Красногорск, Опалиха мкр, Полярная улица, 18, шоссе Волоколамское , шоссе Новорижское","+79163706582, +79629484617","ТOП: 13

Для бронирования и заключения договора аренды необходимо внести предоплату 50%.
Сдается коттедж  замок в готическом и ренессансном стиле, который погрузит Вас в эпоху средневековья и рыцарских турниров, площадью 1200 кв.м. посуточно и на выходные. Возможна аренда на месяц.

Дом находится в 10 км от МКАД по Новорижскому, Волоколамскому, Пятницкому шоссе

УЧАСТОК: просторный участок 100 соток, по которому протекает река Банька. Множество хвойных и лиственных деревьев. Открытая веранда в форме юрты. Мостик через реку, лавочки по всему участку. Парковка на 15 автомобилей. В отдельном здании расположена зона СПА. Эпичная лестница, ведущая к замку.

В ДОМЕ: высокие потолки, 12 спален, 35 спальных мест, банкетный зал на 70 персон, просторная кухня с отдельной столовой зоной. Ночной клуб с повышенной шумоизоляцией, профессиональным световым и музыкальным оборудованием с барной стойкой и стульями, релакс-зона с пуфиками.

РАЗВЛЕЧЕНИЯ: бильярд, СПА-зона: сауна, бассейн с джакузи, ночной ..., 24 фото",150000 руб/день,"Можно с детьми, Можно с животными","Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Ванна, Стиральная машина, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/297782258,55.828991,37.253746
1200,5.0,"25.0, сот.","Московская область, Мытищи городской округ, дом Подольниха, Лазурный Берег кп, шоссе Дмитровское","+79629484617, +79169830211","ТОП 27 

Для бронирования и заключения договора аренды необходимо внести предоплату 50%.
 
Сдается стильный, модный коттедж в охраняемом поселке на берегу Пестовского водохранилища площадью 1200 кв.м. посуточно и на выходные. Возможна аренда на месяц.
 
Дом находится в 26 км от МКАД по Алтуфьевскому или Ярославскому шоссе
 
УЧАСТОК: очень красивая благоустроенная зеленая территория 25 соток. Множество хвойных и лиственных деревьев. Ландшафтный дизайн. Детская площадка с горкой и спортивными сооружениями. Крытая беседка в пиратском стиле с барной стойкой, камином, столом и стульями, барбекю. Качели. Парковка
 
В ДОМЕ: 5 спален, до 15 спальных мест. Панорамное остекление. Терраса. Каминный зал  гостиная со вторым светом до 25 персон. Столовая, кабинет, СПА-зона. Профессиональная кухня. На цокольном этаже: домашний кинотеатр, бильярд. Гараж на 4 автомобиля, хозяйственные помещения.
 
СПА-зона: подогреваемый бассейн 7*5м, сауна, хаммам, шезлонги.
 
РАЗВЛЕЧЕНИЯ: телевидение, интернет, камин ..., 32 фото",150000 руб/день,Можно с детьми,"Мебель в комнатах, Мебель на кухне, Баня, Бассейн, Ванна, Душевая кабина, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет",https://www.cian.ru/rent/suburban/298342282,56.067721,37.669773
